与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,印尼那事谁让他们不信共军的
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,最右脸疼吗
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,撞机除了忍还能干嘛？宣战？
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,没有南海撞机有SU30？没有南海撞机有y-8反潜机？最右你怎么不去开飞机撞自由女神像？
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,看到“黑出了感情”好怀念啊
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没有。,我也快爱上了
这些本来就存在的冲突，双方都因为川普上台这一事实打了鸡血。这本来就在预期之内，民主党党棍也在攻击川粉阵营，总之就是问题摆上台面了。但是比例其实没有媒体说的那么夸张,經濟好了就沒事了，人越loser越仇恨異己。
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了, 【真●美国人】的选择
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了,这些已经不是原来意义上的左派，应该叫幼稚派
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了, common sense，左派就缺这个。
一转眼，民主党成了民粹。恍惚啊！,@黄西Joe_Wong @希波克拉底门徒 @扭腰村民 @顾猷 @李佳佳Audrey @高晓松 #美国大选# 谁是民粹？看口号还是看行动？
 有人创造了一个“中美国”的词汇，还是比较贴切的。假如再创造一个好词汇的话，我认为应该叫——中特国民党。有更好的叫法没有？,国民党！
碰到无良商家坐地起价支持维权，但是大部分卖家都是诚心做生意的，少点跑单吧不要滥用权利[打脸],总感觉那条微博指的是mate9的订金999
碰到无良商家坐地起价支持维权，但是大部分卖家都是诚心做生意的，少点跑单吧不要滥用权利[打脸], 跑单真的没啥好说的
这帮奴才，被恶魔主子邪恶理论洗脑，已无良知，寡廉鲜耻啊！,美名其曰 马列主义
(观峰小学)发生了重大(黑恶势力)事件。原观峰校长高清足及长子高文峰，动用了黑恶势力犯罪团仪，组织了近俩百名黑社会流氓(黑色服装)对荷楼村进行恐吓威胁，因警察在现场，才避免一场流血事件，十年来荷楼村因地理位置独特遭受(官商勾结)强占耕地强拆民房。,[围观]
 川普也不是我们选的啊！ //[doge]你国的事为何跑到我国来哭诉？戏真多//川普还没正式上台，恶性事件难道是他一人搞出来的吗…还不是民主党种下的恶因//[二哈]川普当选，中国网民恐成最大输家,傻逼啊，说的就好像我们能投票似的，能投我第一个投米老鼠好吗！
好吧，我来科普一下宝贝儿凯凯，#王俊凯# 90后十大影响人物之首，五四青年全国学联代表，青少年优秀代表，4277万微博转发吉尼斯纪录，2015年度百度沸点人气王，第一首自作曲原创《树读》，23分钟破百万播放！创造新记录！   来吧 凯凯   爆发你的小宇宙吧！,看着29999的转发我很难受[笑cry]
我就噶意谈无欲：评论里一波又一波的“我的外教““可爱的外教“令人没办法不作呕 你国中产阶级受过良好教育阶层的子女上个英语兴趣班就是碰触世界精英的绝望 共举民主的悲伤啦？,美国人按照自己的规则自己选出来的 哭啥呢…玩不起就别玩啊
我就噶意谈无欲：评论里一波又一波的“我的外教““可爱的外教“令人没办法不作呕 你国中产阶级受过良好教育阶层的子女上个英语兴趣班就是碰触世界精英的绝望 共举民主的悲伤啦？,但是可悲的一点是如此人渣竟然还能当选[摊手]
 预计会持续到2019年六月的某个早晨，示威的人群聚集在白宫前的广场上，要求获得某些政治上的席位…一声令下后…M1艾布拉姆斯驶进了历史的进程……此时，佛罗里达州州长办公桌上的电话急促的响了起来：中央已经撅腚了，你来当总统！,能不能成为史上第一个靠车技成名的大总统？
[哆啦A梦微笑]我们深蓝州哪儿来的跟墨西哥人游行打砸枪啊 跟德国白皮猪打砸抢还差不多 不喜欢川普就滚DC可是96%的人选克,你可以去红州打砸抢啊  自己出q个路费而已有绿卡的富比嘛，那就当天去当天回每周去一次落，该疏解就疏解可别成天网上憋着憋成个变态，记得带上枪小心警察喔
我竟无言以对……啊，竟有一丝蜜汁熟悉感！高冷办整的五毛钱特效 你看不到我 的杨过断臂也是如出一辙哦 ??,??????
共和党人当总统对独裁政权都不是什么好事情，你国煞笔们津津乐道的所谓里根到布什对支友好无非是因为人家有更大的敌人要对付而已，里根手里终结了北苏联，还有煞笔有信心南苏联可以撑过川普任期吗？,[摊手]反正你国坚持崩溃一百年
美国民主丑陋的一面！[吃惊],‘谁让你选川普?
美国民主丑陋的一面！[吃惊],很好，真实的美国
美国民主丑陋的一面！[吃惊],不愧是民主、法治的美国！！！
美国民主丑陋的一面！[吃惊],说好的自由民主呢？
美国民主丑陋的一面！[吃惊],虚伪丑陋的民主！
看完民主的笑话，接着看执政能力的笑话,晒
看完民主的笑话，接着看执政能力的笑话,nmlgbd，世上竞有这样的蠢猪！自己随时被权力爆草，控制不了自己的房子，控制不了自己的子宫，活得像个牲畜一样，一个屁大的官就能折腾死你，你还有脸看尼玛逼民主笑话，wcnmlgbd纯傻逼！
 世界再无民主国家,[笑cry]
毛主席早就总结了：中国革命必须经过三个阶段，一是资产阶级革命，二是新民主主义，三是无产阶级专政，无论哪一种革命，都是爱国民族主义。而孙中山领导中国人民完成了资产阶级革命，这就够了，他是个伟人，毫无疑问。,博主差矣，孙中山未完成资产阶级革命，[挖鼻]
毛主席早就总结了：中国革命必须经过三个阶段，一是资产阶级革命，二是新民主主义，三是无产阶级专政，无论哪一种革命，都是爱国民族主义。而孙中山领导中国人民完成了资产阶级革命，这就够了，他是个伟人，毫无疑问。,不能说完成了资产阶级革命，“革命的先行者”这一论断则完全正确。
 所以这就是你单向取关别人的理由？听不进去不同意见，动不动就乱扣帽子是我党的工作作风？能和白灵、反毛狗、轮子抱团画同心圆就不能团结自己同志？一方是官五毛，另一方是普通群众，对谁的要求应该更高些？你是从战场上下来的你不会不知道吧？,顺我者昌，逆我者取关拉黑[笑cry]
 所以这就是你单向取关别人的理由？听不进去不同意见，动不动就乱扣帽子是我党的工作作风？能和白灵、反毛狗、轮子抱团画同心圆就不能团结自己同志？一方是官五毛，另一方是普通群众，对谁的要求应该更高些？你是从战场上下来的你不会不知道吧？,所谓的邓小平理论就是彻头彻尾的修正主义谬论！
南京大屠杀[蜡烛],[蜡烛]
仇视好警察的确实有！比如@舍得是德哥 @中国公知精神病总院 @孤烟暮蝉 等五毛几乎整天24小时轮番攻击辱骂@民警吕宏伟  @段郎说事 @打拐办主任陈世渠 等知名好警察。,情况属实！
仇视好警察的确实有！比如@舍得是德哥 @中国公知精神病总院 @孤烟暮蝉 等五毛几乎整天24小时轮番攻击辱骂@民警吕宏伟  @段郎说事 @打拐办主任陈世渠 等知名好警察。,情况属实[赞]
仇视好警察的确实有！比如@舍得是德哥 @中国公知精神病总院 @孤烟暮蝉 等五毛几乎整天24小时轮番攻击辱骂@民警吕宏伟  @段郎说事 @打拐办主任陈世渠 等知名好警察。,[赞]
您的这位《诺言》骑正在给我洗脑[二哈] .cn/RfUcDh4,略略略
明天的旅客留学生注意了，避开示威人群,牛了[doge]
明天的旅客留学生注意了，避开示威人群,我的天[二哈]
明天的旅客留学生注意了，避开示威人群,[doge]
明天的旅客留学生注意了，避开示威人群,光化门，景福宫附近晚上不要去！刚刚看到说地方到首尔的火车票，巴士票很多都卖没了，都是来首尔示威的。明天警察也有15万左右，还准备了洒水车。千万不要凑热闹！
明天的旅客留学生注意了，避开示威人群,[good]
[二哈]看看他们平时那些歪瓜裂枣都提倡点啥，除了呼吁政治正确外，估计就是抽大麻了。所谓的精英阶层更是呵呵，民主制在美国的倒退比想象中的来的快得多，不下狠心，这灯塔就玩完了,美国东林党？
 我看了，重点应该是反分裂，态度非常坚决，另外还表达了强烈的制度自信道路自信～,说到“坚决反对任何形式的分裂”的时候，表情非常严肃，谁不听要揍谁的样子……
 我看了，重点应该是反分裂，态度非常坚决，另外还表达了强烈的制度自信道路自信～,[偷笑]
总书记啊！总书记！江西萍乡开发区开发区非法关押上访人施连清在敬老院，这是在阳光下还是在黑暗中，您可以向全国人民乃至世界讲依法治国，法治社会，地方政府可以以权治法，而助长社会歪风邪气治法！,@新京报
总书记啊！总书记！江西萍乡开发区开发区非法关押上访人施连清在敬老院，这是在阳光下还是在黑暗中，您可以向全国人民乃至世界讲依法治国，法治社会，地方政府可以以权治法，而助长社会歪风邪气治法！,/@用户5699343814:
@中国人权网 @正义网 @最高人民检察院 @最高人民法院 @早报网 @媒律圈 @法传播 @法制日报 @爆料帝_ @安徽普法 @大案 @安徽检察 @安徽最高人民法院,@平安荥阳 @荥阳检察院 @郑州市上街区检察院 检察官程江丽涉嫌杀人用刑讯了吗？刑讯和死刑就是百姓的专属？
想到“绝对民主”的古雅典每隔段时间要通过投票强制驱逐一个最惹人生厌的人[笑cry],纪大人一脸懵逼，但是这话在理儿
想到“绝对民主”的古雅典每隔段时间要通过投票强制驱逐一个最惹人生厌的人[笑cry],[喵喵]
想到“绝对民主”的古雅典每隔段时间要通过投票强制驱逐一个最惹人生厌的人[笑cry],well[摊手][摊手][摊手]
#PPAP Pen Pineapple Apple Pen- 洗脑神曲[音乐]# 斗鱼三狗告诉你#ppap# 正确的打开方式?,配合音乐服用我停不下来了！有毒！不如跳舞！
嗯 中央日报蛮厉害的 旗下的JTBC大噶都知道吧最近,[哈哈]
嗯 中央日报蛮厉害的 旗下的JTBC大噶都知道吧最近,厉害的
嗯 中央日报蛮厉害的 旗下的JTBC大噶都知道吧最近,??
嗯 中央日报蛮厉害的 旗下的JTBC大噶都知道吧最近,??
嗯 中央日报蛮厉害的 旗下的JTBC大噶都知道吧最近,厉害了
【最新进展】@蜂鸟网 把维权评论都删除了，公司也一直没有联系小安，目前小安正在等待递交证据与开庭。在北京居然也敢如此恣意妄为，寻求@北京晚报 @法制日报 曝光//,垃圾公司，早晚倒闭
川总歧视女性的论调不是贵党喉舌cnn放出来的吗？说白了不过就是在撕逼的时候说了难听话，比起在法庭上质疑强奸案被害人是勾引人轻了130倍，添油加醋上纲上线的可是民主党自己,塑造对手为恶魔结果发现恶魔是大多数~
川总歧视女性的论调不是贵党喉舌cnn放出来的吗？说白了不过就是在撕逼的时候说了难听话，比起在法庭上质疑强奸案被害人是勾引人轻了130倍，添油加醋上纲上线的可是民主党自己,[摊手]就喜欢你们看不惯8啊又干不掉他的样子
图中红色的标记是警方允许的行进路线终点，可以看出和集会发起方希望行进的路线有着不小的差距。并且警方发表立场称，如果示威队伍硬要向青瓦台方向走的话，会使用高压水枪来压制...,每天一游行[二哈]
图中红色的标记是警方允许的行进路线终点，可以看出和集会发起方希望行进的路线有着不小的差距。并且警方发表立场称，如果示威队伍硬要向青瓦台方向走的话，会使用高压水枪来压制...,首页在韩国的亲故注意安全
图中红色的标记是警方允许的行进路线终点，可以看出和集会发起方希望行进的路线有着不小的差距。并且警方发表立场称，如果示威队伍硬要向青瓦台方向走的话，会使用高压水枪来压制...,@麵包啊V 虽然不知道对你有没有帮助但还是要注意安全啊!!
图中红色的标记是警方允许的行进路线终点，可以看出和集会发起方希望行进的路线有着不小的差距。并且警方发表立场称，如果示威队伍硬要向青瓦台方向走的话，会使用高压水枪来压制...,韩国人民好有爱，相约每日一起散个步，远离亚健康[微笑]
图中红色的标记是警方允许的行进路线终点，可以看出和集会发起方希望行进的路线有着不小的差距。并且警方发表立场称，如果示威队伍硬要向青瓦台方向走的话，会使用高压水枪来压制...,高压水枪[微笑]
好吧，支持川普解散民主党。问一声，加利福尼亚能独立不？,好
好吧，支持川普解散民主党。问一声，加利福尼亚能独立不？,没找到这词……真用反也正常，他一买鸡蛋的，有啥文化。
好吧，支持川普解散民主党。问一声，加利福尼亚能独立不？,你俩搞啥咩？
好吧，支持川普解散民主党。问一声，加利福尼亚能独立不？,肉肉怎么会把致仕的意思弄反了？余秋雨犯的这个错误影响很大啊
民主输出终于又重新输回去啦，恭喜老美自作自受,至少要到埃及那个程度吧。不然没意思啊。
民主输出终于又重新输回去啦，恭喜老美自作自受,回复@飞扬军事vcan:没错，然也[哈哈]
民主输出终于又重新输回去啦，恭喜老美自作自受,不要上M1A2，太粗鲁，放着让斯特瑞克上就够了。汽车轮子才更加民主、自由，符合美式传统。
民主输出终于又重新输回去啦，恭喜老美自作自受, 至少要到埃及那个程度吧。不然没意思啊。
二十八：孙中山对中华民族的那点小小贡献，以学术探讨＼民间活动纪念＼非执政党纪念，足矣！用一个七千万的执政党高规格的纪念手下败将（国民党）的创始人，而且抛弃中共的精神领袖毛泽东，这是中共的自我矮化，必然让整 个中华民族对中共失去信愿力，将涣散中共的领导力！,不自信！
女性遭强奸轻描淡写带过，反而把重心放在“没面子”上，再配上搞笑图，日本人屠杀南京也是因为来都来了不搞点什么没面子，真的, ??
女性遭强奸轻描淡写带过，反而把重心放在“没面子”上，再配上搞笑图，日本人屠杀南京也是因为来都来了不搞点什么没面子，真的,央视药丸手动再见
女性遭强奸轻描淡写带过，反而把重心放在“没面子”上，再配上搞笑图，日本人屠杀南京也是因为来都来了不搞点什么没面子，真的,小时候男性文化并没有那么粗俗不看，现在基本越来越兽性
壮哉特朗普：治标不治本。不打掉白左的话语霸权，未成年人被大规模洗脑就无法避免。,难啊
反正这帮人只对煽动感兴趣，嘴里反共，心向马克思，有些人说话一套套的，误导性极强，不像热血青年。,@高晓松 @李佳佳Audrey @扭腰村民 @希波克拉底门徒 @黄西Joe_Wong
反正这帮人只对煽动感兴趣，嘴里反共，心向马克思，有些人说话一套套的，误导性极强，不像热血青年。,哈哈哈哈哈哈哈。这不是好多公知要给全中国农村孩子配发免费午餐么。哈哈哈。
 已经不用指望liberals能反省了，白宫那个请愿网站也是,今天要选，就得选出称心如意的大总统。
 已经不用指望liberals能反省了，白宫那个请愿网站也是,这次美国大选，让我重新认识了美国，了了的事儿，傻逼一样满街跑！
 已经不用指望liberals能反省了，白宫那个请愿网站也是,这帮人，把美国灯塔国的脸都丢尽了。这国满地打滚的泼皮也不少。
 已经不用指望liberals能反省了，白宫那个请愿网站也是, 不选出来不让走！
我们不否认中山先生，他确实是资产阶级民主革命的先行者。但我们更要感恩毛泽东，它是中国革命和新中国的缔造者，是他让中国人民彻底站起来了，站在这样的历史高度，缅怀孙中山先生，这才是最有说服力的。,缅怀二位伟人[蜡烛][蜡烛]
 从马克思到毛泽东，为什么要强调阶级斗争？造反到底要反什么？简而言之，就是要理顺主仆关系。革命的全部意义，就是要重新建立人民主体性！说白了，就是让周秀云们不再被“涉嫌滥用职权”！有了人民立法权，人民才能不怕王文军的职权！,小鹦鹉们常学舌曰：那有什么阶级？还斗争、、呵呵。
卖淫无罪嫖娼无理？这个跟贩毒无罪有个what区别？(′?д?｀)姐姐拜托你先洗洗脑子可怜一下广大女性同胞吧，那么多拐卖人口的以后可不会只是当童养媳了。,回复@林德斐:九年的义务教育也没能挽救回你阅读理解[摊手][摊手][摊手]
所以这几年我从反福利渐渐变成了支持福利 同理心是民主中很重要一部分 这话说出来估计要被说白左圣母了 但我觉得对于那些在温饱线上挣扎的人们 吃穿不愁的中产及以上是有责任去拉一把的,是，毕竟能看到的才能注意到，只有那么多精力。但是我们从一个问题开始解决。
@神嘛事儿 敢问先生，国家这时候纪念孙中山，是不是吹响收复台湾的号角啊,共产党是正统了，kmt彻底谢幕
@神嘛事儿 敢问先生，国家这时候纪念孙中山，是不是吹响收复台湾的号角啊,KMT对包包已经没有一分钱的利用价值了
所以这就是你单向取关别人的理由？听不进去不同意见，动不动就乱扣帽子是我党的工作作风？能和白灵、反毛狗、轮子抱团画同心圆就不能团结自己同志？一方是官五毛，另一方是普通群众，对谁的要求应该更高些？你是从战场上下来的你不会不知道吧？,[good]
福山的政治理论幼稚得执拗。科技和全球化导致了不平等？放在历史长河中不值得一驳。福山的理想是西方民主统一天下实现大同，其实是捧杀了民主制度，把民主制度变成一种拯救世人的神体制，本质是一种终极目的论，与共馋煮鱼没有分别。,幼稚得执拗 [哈哈][哈哈][哈哈]
【列宁：几何公理如果触犯了人的利益，也会遭到反对】勤奋工作的亚裔包括华裔、白人，养着黑墨、白墨等这些庸懒的享受保障已经习惯了的人种。这些人，有力气示威，没气力干活，不求上进，不求贡献，赖在政府身上享受社会保障。,一针见血，说得好！
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了，根本没有摸到民意。,common sense，左派就缺这个。
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了，根本没有摸到民意。,基于安全，大家只是害怕为非作歹的黑和穆，为什么没人怕亚裔？
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了，根本没有摸到民意。,@我的印象笔记  仗义每多屠狗辈，负心最是读书人
 这些美国普通民众的三观与思维是多么朴实、正常、符合实际，主流媒体、象牙塔中的人以及民主党上层把自己都忽悠瞎了，根本没有摸到民意。, 【真●美国人】的选择
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没, 撞机这事儿起码让中国省20年，我以为中国人都知道呢
与锡菲罗的一百次许愿：美国侦查机撞毁撞死咱们的飞行员也是他任职出的事吧，好吃好喝的伺候着，最后还给送回去了的也是他吧，谁能把这个给我漂一漂，印尼屠华那事也是他在的时候吧，屁的消息都没,看了最右的简介，嗯，是真傻[摊手]
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,我靠
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？, [怒]
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,这真的能忍？
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,炸
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,wtf？？？
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,卧槽他妈逼的！
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,卧槽
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,哎哟卧槽！
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,@北美吐槽君
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,[微笑]
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,[摊手]gun
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,要不要脸？！
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,底限都没有么
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,卧槽！！！
 What the fuck!?前几天我们部门搞个活动，密室逃脱，里面有个房间叫集中营，邮件信息一出去、老外一群群来抗议，义正词严啊，任何跟纳粹有关的都不能容忍，最后活动换了地方。然后，南京大屠杀就随便？就是happiness？,草泥马
